Refi Incentive(1/10th bp),Refi Incentive(1/10th bp) Description,Credit Score,Credit Score Description,Factor Date,Current Remaining Principal Balance ,Item Count ,Weighted Average Gross Coupon ,Weighted Average Maturity ,Weighted Average Loan Age ,Weighted Average Original Loan Size ,Weighted Average Loan Size ,Original Loan Amount ,CPR 1M ,CCR 1M (Curtailment) 
-1750,>-2 and <=-1.75,-999,N.A.,4/1/2022,98957349.04,746,3.958712837,162.0571622,95.62261599,254854.641,180487.1058,148566000,17.28269614,3.348234159
-1750,>-2 and <=-1.75,550,<=550,4/1/2022,42479.38086,2,2.374008796,58.10705819,110.3964314,81576.80178,28977.20482,171000,0.00012144,0.00012144
-1750,>-2 and <=-1.75,680,>550 and <=680,4/1/2022,3873388208,18982,2.317119447,179.5351863,10.52403157,279161.5741,264602.0798,4107807000,9.130413213,1.319207061
-1750,>-2 and <=-1.75,740,>680 and <=740,4/1/2022,19013916510,80047,2.318096539,196.4286713,11.57070608,319980.3802,302607.1047,20251018000,7.558113546,1.651502973
-1750,>-2 and <=-1.75,29999,>740,4/1/2022,87327143052,338587,2.318127623,204.0714557,12.4543645,349643.0057,328965.3927,93900702000,6.839849918,2.418773247
-1500,>-1.75 and <=-1.5,-999,N.A.,4/1/2022,96057098.66,718,3.83455818,176.2002242,92.45561973,258349.0139,187044.9795,143297000,17.37905178,0.344386257
-1500,>-1.75 and <=-1.5,550,<=550,4/1/2022,333551.7976,8,2.591639252,69.22316909,109.8021507,123589.0145,52655.89956,802000,0.133767775,0.133767775
-1500,>-1.75 and <=-1.5,680,>550 and <=680,4/1/2022,7282185038,37491,2.565460834,208.9381402,12.0239372,270769.9145,257146.4925,7768504000,8.919284735,1.054082921
-1500,>-1.75 and <=-1.5,740,>680 and <=740,4/1/2022,43720029636,174633,2.567859361,261.2394058,13.62763295,340199.9415,324798.1957,46431729000,6.986088612,1.258542928
-1500,>-1.75 and <=-1.5,29999,>740,4/1/2022,2.0142E+11,718557,2.565531635,277.4001674,14.80613588,376466.2345,358462.0935,2.15486E+11,6.676093338,1.802119989
-1250,>-1.5 and <=-1.25,-999,N.A.,4/1/2022,125673284,820,3.591104452,222.0580629,73.54683711,284836.6311,226018.5642,175689000,24.72396083,4.465054474
-1250,>-1.5 and <=-1.25,550,<=550,4/1/2022,2966598.057,49,2.844633569,82.46537876,105.094995,172584.7028,82083.97095,6634000,1.531362312,0.754146132
-1250,>-1.5 and <=-1.25,680,>550 and <=680,4/1/2022,16965794414,80977,2.825349806,276.5848046,13.92073929,296195.7278,283419.8088,18204592000,9.080590152,0.801798478
-1250,>-1.5 and <=-1.25,740,>680 and <=740,4/1/2022,1.25918E+11,474883,2.827786814,312.996868,14.05836454,352989.4387,340050.0815,1.3319E+11,7.67701304,0.869522865
-1250,>-1.5 and <=-1.25,29999,>740,4/1/2022,4.44604E+11,1584013,2.822909631,314.1393062,15.04237749,377418.2159,361822.8519,4.76251E+11,6.848988907,1.393449507
-1000,>-1.25 and <=-1,-999,N.A.,4/1/2022,191231999.9,1074,3.331633946,278.7620504,92.92514595,300219.6343,244504.3251,248915000,22.18828139,2.637454191
-1000,>-1.25 and <=-1,550,<=550,4/1/2022,10870682.23,168,3.058740842,100.7525888,92.34740252,195444.2264,109900.1269,23034000,9.929895433,1.982015437
-1000,>-1.25 and <=-1,680,>550 and <=680,4/1/2022,22167707549,101252,3.039506288,310.2055799,14.77373941,309088.9447,296885.9418,23839878000,10.13756763,0.681208531
-1000,>-1.25 and <=-1,740,>680 and <=740,4/1/2022,1.37495E+11,517074,3.038951927,327.3052796,14.01376095,355667.6916,343688.9212,1.45376E+11,8.59643654,0.773001207
-1000,>-1.25 and <=-1,29999,>740,4/1/2022,3.54657E+11,1314495,3.037309146,322.3699912,15.83609703,372108.8531,356620.9588,3.83153E+11,7.903608239,1.513633703
-750,>-1 and <=-0.75,-999,N.A.,4/1/2022,285338877.2,1465,3.422636748,298.0762032,79.40323115,321937.478,272601.2291,353811000,17.9453459,1.560014487
-750,>-1 and <=-0.75,550,<=550,4/1/2022,18879074.49,266,3.321713762,124.8514487,91.67399699,177141.8523,109552.7066,34986000,14.02535543,5.304676309
-750,>-1 and <=-0.75,680,>550 and <=680,4/1/2022,27317257851,125723,3.314196615,320.4093472,13.94365946,305930.374,295444.1273,29176309000,10.75131186,0.682335085
-750,>-1 and <=-0.75,740,>680 and <=740,4/1/2022,1.2063E+11,484483,3.305113565,327.1874717,15.40367661,340549.7651,328489.1975,1.28425E+11,9.073833126,0.831863568
-750,>-1 and <=-0.75,29999,>740,4/1/2022,2.29778E+11,978845,3.301529785,312.7059768,22.34378199,344089.4726,324871.4248,2.56488E+11,10.05385038,1.980308704
-500,>-0.75 and <=-0.5,-999,N.A.,4/1/2022,491584769.8,2411,3.60665382,328.7673602,71.98285459,306998.1312,266024.0588,582467000,19.60338528,1.934133895
-500,>-0.75 and <=-0.5,550,<=550,4/1/2022,45784766.8,591,3.578420719,141.1524701,93.12068465,168293.6948,109062.6081,76881000,9.413640197,1.584755808
-500,>-0.75 and <=-0.5,680,>550 and <=680,4/1/2022,26645659066,127171,3.55645144,317.2697415,19.51685751,307486.7237,294225.2559,29001170000,11.7765949,0.759668987
-500,>-0.75 and <=-0.5,740,>680 and <=740,4/1/2022,76839692498,353621,3.553017823,309.1492584,29.83216389,322448.8198,302138.7385,85684512000,12.7979001,1.224636625
-500,>-0.75 and <=-0.5,29999,>740,4/1/2022,1.46379E+11,748979,3.554914689,286.8345916,45.4383334,313470.751,281427.5394,1.74671E+11,13.11232164,2.630020261
-250,>-0.5 and <=-0.25,-999,N.A.,4/1/2022,732608698.5,3791,3.834857019,327.3099274,77.81896577,287846.9218,249869.8968,861652000,18.47180468,2.248313656
-250,>-0.5 and <=-0.25,550,<=550,4/1/2022,102520587.9,1059,3.818773228,191.8281522,98.40718889,185789.2024,136819.6093,149887000,15.54098777,0.960497852
-250,>-0.5 and <=-0.25,680,>550 and <=680,4/1/2022,15983717324,93565,3.821373432,289.6603353,36.96396699,272614.6948,250731.51,18485762000,12.92090682,1.142700875
-250,>-0.5 and <=-0.25,740,>680 and <=740,4/1/2022,55905887249,298319,3.816694034,287.2176681,47.95789227,289740.2498,260561.3881,65349326000,16.03337179,1.641196437
-250,>-0.5 and <=-0.25,29999,>740,4/1/2022,1.19669E+11,684338,3.813078992,274.4195794,57.90983072,285554.0298,248690.9369,1.47281E+11,15.40852001,3.086199118
0,>-0.25 and <=0,-999,N.A.,4/1/2022,1782634927,10148,4.02894956,353.3629383,85.57203086,258867.8942,228701.0069,2042916000,19.18529645,1.42324249
0,>-0.25 and <=0,550,<=550,4/1/2022,144763338.2,1352,4.068705067,210.6162633,100.6381771,196680.9891,150903.7232,200159000,18.03075445,1.037741109
0,>-0.25 and <=0,680,>550 and <=680,4/1/2022,14401239656,85505,4.047736216,291.6077235,44.32047872,267286.662,244818.8811,16532946000,17.05092147,1.085185058
0,>-0.25 and <=0,740,>680 and <=740,4/1/2022,44077483680,245648,4.048112584,287.6565659,53.86972079,277775.6992,248981.9646,51206846000,20.13249394,1.597447185
0,>-0.25 and <=0,29999,>740,4/1/2022,79955715516,488590,4.047681534,274.3111485,62.95024263,267023.5348,231890.2208,97632054000,18.29352137,3.065516984
250,>0 and <=0.25,-999,N.A.,4/1/2022,900937917.2,5301,4.292630854,351.5873868,82.18110445,252499.5529,224352.7183,1029609000,19.13722391,1.549038053
250,>0 and <=0.25,550,<=550,4/1/2022,178878344.7,1514,4.310533261,230.0015051,98.66818679,198766.0881,158445.4288,233911000,23.33521187,1.225253262
250,>0 and <=0.25,680,>550 and <=680,4/1/2022,12601345774,81254,4.309023618,278.7155907,57.01956646,251111.5578,224528.2538,14800886000,19.53859699,1.027743245
250,>0 and <=0.25,740,>680 and <=740,4/1/2022,34033723677,207475,4.306658501,277.50468,63.23281042,263820.0288,232168.815,40537482000,22.17450535,1.714895699
250,>0 and <=0.25,29999,>740,4/1/2022,54320708060,373895,4.304273487,262.8655155,72.34197979,252308.3071,214392.0827,69095712000,19.80190933,3.21743369
29999,>0.25,-999,N.A.,4/1/2022,2714751486,21686,5.036999206,340.773648,96.21067508,214179.2003,189684.5531,3244368000,20.26241229,1.096038
29999,>0.25,550,<=550,4/1/2022,623496376.5,6254,5.1903418,223.8951382,118.1501542,185720.1944,147175.7018,839514000,26.05607773,0.84889544
29999,>0.25,680,>550 and <=680,4/1/2022,38142634019,293925,5.086845797,265.4000669,79.86682235,226434.9092,197618.8011,46452740000,26.02711597,1.305794361
29999,>0.25,740,>680 and <=740,4/1/2022,70504511398,507022,4.935487223,265.7955041,79.48105485,240258.4616,207641.7483,86405687000,26.68610877,1.742588874
29999,>0.25,29999,>740,4/1/2022,90508596618,731401,4.86845349,252.700539,87.36776299,226632.9803,189073.3412,1.17554E+11,23.43591776,3.333586828
-2000,<=-2,680,>550 and <=680,3/1/2022,73199420.68,292,1.750000004,173.9490265,7.672848752,318118.7412,305051.0344,76421000,0.312935498,0.312935498
-2000,<=-2,740,>680 and <=740,3/1/2022,359258789.5,1316,1.749172565,176.0319976,8.322883763,345415.1211,329676.0915,377460000,3.953453661,0.885299518
-2000,<=-2,29999,>740,3/1/2022,1782286784,5920,1.749017499,171.8306129,9.301641982,375952.4203,356406.6135,1887200000,4.671344734,1.225333269
-1750,>-2 and <=-1.75,-999,N.A.,3/1/2022,1798942351,12179,4.216107978,235.4347202,108.6067899,263530.2045,196779.1334,2521812000,24.49293452,0.082514723
-1750,>-2 and <=-1.75,680,>550 and <=680,3/1/2022,681151871.9,2964,1.972760221,169.7153655,8.424740046,300589.1324,287358.9334,714804000,5.38275109,0.927466618
-1750,>-2 and <=-1.75,740,>680 and <=740,3/1/2022,3530300294,13354,1.972213178,171.8641064,8.36654547,340072.9504,324847.1917,3712474000,5.784520306,1.211168958
-1750,>-2 and <=-1.75,29999,>740,3/1/2022,16718979590,58874,1.96956935,170.0029769,8.621052316,364154.7469,346359.8921,17679186000,4.500200651,1.387276161
-1500,>-1.75 and <=-1.5,-999,N.A.,3/1/2022,96642778.72,736,4.084332644,163.1868919,100.2537309,254319.105,176254.8518,147268000,25.40137279,0.395921121
-1500,>-1.75 and <=-1.5,680,>550 and <=680,3/1/2022,2339006998,11169,2.218462091,175.3893294,9.144977394,283223.8998,269948.7393,2463677000,6.731189214,0.945214438
-1500,>-1.75 and <=-1.5,740,>680 and <=740,3/1/2022,11528823432,47800,2.21634466,181.5922986,9.807071396,320694.4458,304491.7517,12207594000,6.952066137,1.086412122
-1500,>-1.75 and <=-1.5,29999,>740,3/1/2022,54268319470,209706,2.214578599,182.8018729,10.45568019,345825.1239,326314.343,58024526000,6.168841549,1.74398046
-1250,>-1.5 and <=-1.25,-999,N.A.,3/1/2022,97003929.82,725,3.899373968,165.1682329,92.91108917,255137.5722,182572.278,144781000,16.58231591,1.864143806
-1250,>-1.5 and <=-1.25,550,<=550,3/1/2022,134025.2813,4,2.458836532,65.09154086,109.1380783,106531.7955,42862.98599,386000,0.080608893,0.080608893
-1250,>-1.5 and <=-1.25,680,>550 and <=680,3/1/2022,5475616391,27624,2.451073681,195.7888371,10.45313893,272454.7852,259501.698,5795807000,8.652953772,0.873548141
-1250,>-1.5 and <=-1.25,740,>680 and <=740,3/1/2022,30178611336,123132,2.455478388,236.8055305,12.03311261,331398.105,316320.0098,31936541000,7.234955153,0.870719812
-1250,>-1.5 and <=-1.25,29999,>740,3/1/2022,1.42955E+11,521946,2.456918421,253.1289831,13.13806079,368119.9928,350308.2107,1.52423E+11,6.477558563,1.336458455
-1000,>-1.25 and <=-1,-999,N.A.,3/1/2022,111549723.5,782,3.728527991,198.2778315,84.07773168,270107.7282,205042.7525,160284000,24.74520952,1.097882133
-1000,>-1.25 and <=-1,550,<=550,3/1/2022,1085077.178,20,2.716477569,97.63656274,107.2568221,167992.65,85649.33335,2376000,0.729338523,0.729338523
-1000,>-1.25 and <=-1,680,>550 and <=680,3/1/2022,10379699884,52158,2.702709098,240.3116628,12.26522652,280352.3798,267735.9149,11085697000,9.952056333,0.571835538
-1000,>-1.25 and <=-1,740,>680 and <=740,3/1/2022,69805273443,272781,2.70575677,291.5303105,13.12422395,344202.141,330866.5839,73925390000,8.012188176,0.677331971
-1000,>-1.25 and <=-1,29999,>740,3/1/2022,2.85549E+11,1023841,2.701640235,299.6501637,14.12947009,374411.4786,358610.8081,3.05334E+11,6.841401907,0.994790458
-750,>-1 and <=-0.75,-999,N.A.,3/1/2022,175904925,1044,3.387618599,264.6907663,86.08387708,287679.4479,233304.7852,233258000,27.70373054,1.330274876
-750,>-1 and <=-0.75,550,<=550,3/1/2022,8121976.324,122,2.961223101,96.77333944,95.91109265,210339.8139,116340.6499,17521000,29.22845886,1.183255738
-750,>-1 and <=-0.75,680,>550 and <=680,3/1/2022,24565518704,111627,2.943135913,303.8320351,13.58805333,307069.9639,295472.4986,26252522000,11.47250892,0.480668256
-750,>-1 and <=-0.75,740,>680 and <=740,3/1/2022,1.69138E+11,625991,2.936665212,325.3634614,13.21372794,357087.0669,345493.6988,1.78106E+11,9.077493292,0.465970655
-750,>-1 and <=-0.75,29999,>740,3/1/2022,5.0067E+11,1788377,2.929610225,322.5623737,14.47734078,377868.3985,363355.8066,5.35872E+11,7.723621336,0.875705271
-500,>-0.75 and <=-0.5,-999,N.A.,3/1/2022,238186550.2,1249,3.382117128,291.6636682,80.86849547,321303.1085,269235.956,300471000,18.62361661,1.628633553
-500,>-0.75 and <=-0.5,550,<=550,3/1/2022,13093540.55,197,3.197191794,106.7843089,87.47732682,182079.5755,107446.1913,26075000,11.28432647,1.144889778
-500,>-0.75 and <=-0.5,680,>550 and <=680,3/1/2022,20546425581,95673,3.200939452,317.5302598,13.6220777,305684.7001,294644.7929,22082116000,11.86300663,0.46391039
-500,>-0.75 and <=-0.5,740,>680 and <=740,3/1/2022,1.12336E+11,437901,3.194820972,329.2781609,13.21521311,347084.2249,336037.91,1.18938E+11,9.637405827,0.557865251
-500,>-0.75 and <=-0.5,29999,>740,3/1/2022,2.47351E+11,988108,3.188413748,319.0422054,17.17506285,355205.0207,339092.8419,2.70704E+11,9.338925762,1.265594628
-250,>-0.5 and <=-0.25,-999,N.A.,3/1/2022,368183884.3,1898,3.523345885,319.1004097,74.97496153,300752.178,258858.3104,443830000,21.23030575,1.153701573
-250,>-0.5 and <=-0.25,550,<=550,3/1/2022,28429490.91,389,3.448858778,124.8355884,92.50493363,165384.3267,101407.0435,50585000,2.963516524,0.905405843
-250,>-0.5 and <=-0.25,680,>550 and <=680,3/1/2022,28111929595,131345,3.435158713,319.9230521,15.7671495,306190.8035,294738.0154,30275829000,13.36726381,0.459661757
-250,>-0.5 and <=-0.25,740,>680 and <=740,3/1/2022,95946524254,413106,3.427493288,319.1857373,20.96512295,330302.4173,314835.5557,1.04414E+11,12.77382961,0.588791542
-250,>-0.5 and <=-0.25,29999,>740,3/1/2022,1.72958E+11,828005,3.429303502,297.2843697,34.14065039,324974.5438,298463.6323,2.01528E+11,12.89050238,1.337044614
0,>-0.25 and <=0,-999,N.A.,3/1/2022,635905897.2,3066,3.722413671,325.3539314,73.85991951,310534.2759,269235.5502,750086000,20.66137617,1.019063923
0,>-0.25 and <=0,550,<=550,3/1/2022,76047966.87,833,3.700108749,175.4278219,95.38637325,183224.4271,130725.0419,115534000,18.32255157,0.770772274
0,>-0.25 and <=0,680,>550 and <=680,3/1/2022,18676077308,98465,3.666823034,303.6435867,27.84573634,294676.5438,277007.5811,20974312000,15.61464835,0.52469227
0,>-0.25 and <=0,740,>680 and <=740,3/1/2022,57196114338,290264,3.676879252,293.0236325,42.36634983,302366.3294,275306.296,65970060000,18.02911346,0.771533426
0,>-0.25 and <=0,29999,>740,3/1/2022,1.20137E+11,663717,3.681923698,275.2058267,55.88931676,293234.9342,256155.5025,1.4682E+11,16.34319333,1.475981834
250,>0 and <=0.25,-999,N.A.,3/1/2022,1814703173,10245,3.978197186,353.8425469,85.05206244,259815.0519,229576.659,2078308000,22.3272945,0.443373069
250,>0 and <=0.25,550,<=550,3/1/2022,123780531.2,1257,3.939596133,198.4870405,98.55402357,185651.4724,138818.3918,176871000,22.06237408,0.657919926
250,>0 and <=0.25,680,>550 and <=680,3/1/2022,17041983425,98507,3.932011592,294.0285043,38.27362581,271785.2911,250693.0275,19497925000,17.88465399,0.630881754
250,>0 and <=0.25,740,>680 and <=740,3/1/2022,54284404836,295760,3.930535831,288.2831625,50.09332046,281577.6696,252831.315,63134446000,22.69517975,0.893614715
250,>0 and <=0.25,29999,>740,3/1/2022,1.06267E+11,632212,3.927514547,274.1832709,60.19309559,272707.1578,236538.1456,1.30508E+11,19.6711938,1.514130517
29999,>0.25,-999,N.A.,3/1/2022,4103256386,29699,4.782317964,343.6787449,90.65868077,228937.7998,202992.1313,4833770000,25.13657821,0.598017607
29999,>0.25,550,<=550,3/1/2022,907751956.1,8666,4.914709374,225.7412422,111.5748498,190160.911,151129.9187,1210767000,24.57699862,0.515003893
29999,>0.25,680,>550 and <=680,3/1/2022,56519275372,415295,4.826668267,268.2104753,73.41356827,232701.5667,204142.3053,68168260000,30.16692341,0.763424081
29999,>0.25,740,>680 and <=740,3/1/2022,1.23741E+11,830575,4.647260135,270.3719901,72.77903829,249376.6959,216952.3646,1.49677E+11,30.07813831,0.96469835
29999,>0.25,29999,>740,3/1/2022,1.79276E+11,1330079,4.562632399,258.1060869,79.56743094,238771.8919,201069.2334,2.2924E+11,26.06217408,1.662719966
-2000,<=-2,29999,>740,2/1/2022,310091.9902,3,,228.8373271,131.1626729,216885.1647,132625.9793,728000,0.933500906,0.933500906
-1750,>-2 and <=-1.75,740,>680 and <=740,2/1/2022,1677082.266,6,1.562788998,185.6568444,19.97521237,321817.89,304028.9468,1788000,1.659228884,1.659228884
-1750,>-2 and <=-1.75,29999,>740,2/1/2022,9044214.148,35,1.547757393,186.6902434,14.1826513,340365.8071,325260.0568,9706000,0.998235219,0.998235219
-1500,>-1.75 and <=-1.5,-999,N.A.,2/1/2022,539021.0625,2,1.875000014,173.897885,5.46948664,297098.4832,288473.5866,556000,0.678463102,0.678463102
-1500,>-1.75 and <=-1.5,680,>550 and <=680,2/1/2022,193214297.5,813,1.829447237,171.2565651,6.957053196,304459.8579,293412.9723,200915000,14.16063515,0.539409751
-1500,>-1.75 and <=-1.5,740,>680 and <=740,2/1/2022,990338033.8,3701,1.832502487,170.5046449,7.005209608,341861.9649,328724.4494,1033616000,4.173028413,1.247436065
-1500,>-1.75 and <=-1.5,29999,>740,2/1/2022,5229360287,17778,1.834310788,167.6325586,7.567552264,370006.599,353909.997,5490600000,3.267800347,1.146236697
-1250,>-1.5 and <=-1.25,-999,N.A.,2/1/2022,1891702201,12757,4.218554527,234.7923888,107.863863,264326.59,197463.0525,2649346000,22.42674571,0.009651472
-1250,>-1.5 and <=-1.25,680,>550 and <=680,2/1/2022,1130975192,5023,2.061614342,172.9784819,7.524611385,299270.7627,287549.9377,1180677000,7.583369498,0.770066926
-1250,>-1.5 and <=-1.25,740,>680 and <=740,2/1/2022,5912397250,22918,2.062309122,176.089829,7.621378223,334077.6917,320534.1385,6187591000,4.728706334,1.032076676
-1250,>-1.5 and <=-1.25,29999,>740,2/1/2022,28343807838,103047,2.064642016,174.5502628,7.991451112,356849.3538,340586.1825,29886711000,4.783057377,1.551444917
-1000,>-1.25 and <=-1,-999,N.A.,2/1/2022,100887224.2,756,3.997601614,163.8967529,96.29732103,255403.7337,181386.1501,150781000,15.43195767,0.536111764
-1000,>-1.25 and <=-1,550,<=550,2/1/2022,45048.92969,2,2.373880796,58.56893728,108.4477021,81910.0652,29395.16817,171000,-0.001554892,-0.001554892
-1000,>-1.25 and <=-1,680,>550 and <=680,2/1/2022,3788177185,18433,2.317779189,181.5597823,8.958138445,278680.0792,266322.2303,3982521000,7.601571445,0.675937937
-1000,>-1.25 and <=-1,740,>680 and <=740,2/1/2022,18755727587,78367,2.319231327,198.858873,9.95900321,319215.6908,304288.5646,19799953000,6.329916347,1.010646909
-1000,>-1.25 and <=-1,29999,>740,2/1/2022,86797493384,333676,2.319316289,206.6651843,10.77428198,348839.4798,330937.5478,92445569000,5.261516471,1.386417064
-750,>-1 and <=-0.75,-999,N.A.,2/1/2022,100036772.6,741,3.867871362,177.4994942,92.35740074,258152.5559,187058.1109,148378000,23.11089305,0.954782621
-750,>-1 and <=-0.75,550,<=550,2/1/2022,342988.5581,8,2.591654515,71.12982465,107.8110616,123489.1155,54021.01735,802000,0.118088025,0.118088025
-750,>-1 and <=-0.75,680,>550 and <=680,2/1/2022,7128532088,36199,2.567983375,213.4442318,10.71567575,273208.9736,261060.9756,7558322000,7.963691578,0.60550643
-750,>-1 and <=-0.75,740,>680 and <=740,2/1/2022,44427938465,174357,2.572039557,266.8948836,12.01212829,343275.2915,329697.1606,46874815000,6.875976154,0.648744619
-750,>-1 and <=-0.75,29999,>740,2/1/2022,2.06206E+11,723769,2.569451806,281.9958329,13.05560335,379239.052,363294.2893,2.19058E+11,5.570367366,0.950476872
-500,>-0.75 and <=-0.5,-999,N.A.,2/1/2022,130988974,846,3.605243987,223.5186628,72.40131714,284010.0421,226692.425,181308000,12.74152791,0.378187988
-500,>-0.75 and <=-0.5,550,<=550,2/1/2022,3635457.792,58,2.861254705,83.80133765,101.7339743,172071.1356,84454.72759,7869000,16.66100945,0.396761513
-500,>-0.75 and <=-0.5,680,>550 and <=680,2/1/2022,16746392364,79339,2.828692487,280.6975435,12.62407635,296987.6001,285253.5818,17908452000,8.719474732,0.487014929
-500,>-0.75 and <=-0.5,740,>680 and <=740,2/1/2022,1.25987E+11,472942,2.831359744,315.7649321,12.45680492,352777.6345,341149.6756,1.32737E+11,7.62366004,0.501390839
